cleaned_text,senti_label
Midstream Prices Crash: Maybe We Have Seen This Before. #business #finance #markets,0
Natural Gas Continues To Dig A Deeper Bottom. #stocks #investing #trading,0
"Oil - If Demand Drops, Exports Drop. #markets #stockmarket #investing",0
"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge",0
Oil drops after U.S. inventory data,0
"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears",0
"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener",0
"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener",0
OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China,0
Sales of Latin American oil cargoes to China have ground to a halt this week,0
Some expect natural gas prices to fall to levels not seen in three years,0
"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener…",0
"The coronavirus is a 'black swan' for oil and energy markets, says Ned Davis Research",0
"The crash in energy prices has hit Norway, Europe's biggest oil producer, forcing it to prop up its currency for th…",0
The Danger Of Deeper OPEC+ Cuts,0
"The deepening crisis at debt-ridden Eskom shut down South Africa's key mining industry for 24 hours, hitting gold a…",0
The resistance levels to watch as oil falls from its highest close in almost 12 weeks,0
Tullow Oil: diminishing reserves,0
Two Canadian rail terminal owners are unable to take oil deliveries amid the rail strike,0
U.S. gasoline futures tumbled to their lowest level since 1999-with some pump prices already below $1-as coronaviru…,0
U.S. LNG producers fear more price drops as they await China buys under Phase 1 deal,0
U.S. Oil Inventories Rise More Than Expected #WTI #Stock #MarketScreener,0
U.S. shale gas investors brace for write-downs amid price plunge,0
"US Gasoline Crashes To 50c - Lowest Since 2001 - Amid ""Unprecedented"" Demand Collapse",0
WTI crude oil slides 1.5% after surprise build in U.S. inventories,0
WTI Slips From 12-Week Highs After Surprise Crude Inventory Build,0
U.S. rig count falls for seventh straight week,2
U.S. rig count trimmed by 2 in Baker Hughes survey,2
OPEC+ confirms deeper oil production cut; crude oil jumps,2
COM Uranium likely to benefit as top miner cuts output,2
Brent crude climbs after OPEC and its allies confirmed the new production pact,2
Declining Rig Counts Point To Higher Energy Prices And A Headwind For The U.S. Economy,2
"Energy stocks might be due for a rebound, but a set of conundrums make the sector's potential a tricky question",2
Energy tops sector leaderboard on trade optimism,2
Energy Up As Exxon Cuts CapEx Spending -- Energy Roundup #economy #MarketScreener,2
Energy Up On Hopes For Thursday OPEC + Deal -- Energy Roundup #economy #MarketScreener,2
"For All the Talk of Coal's Demise, It Still Powers the World",2
Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war,2
"Jan. natural gas traded at $2.289/mln Btus, up 4.7 cents, or 2.1%",2
"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",2
JUST RELEASED: Oil Price Dynamics Report Oil prices rose over the past week owing to decreased supply.…,2
Liquefied Natural Gas : Magnolia LNG EPC Contract Extended #LiquefiedNaturalGas #Stock #MarketScreener…,2
Natural Gas Price Forecast – Natural Gas Markets Finding Support Again,2
"Natural Gas: Production Hits All-Time High, But Prices Supported By Bullish Weather. Continue reading:…",2
Oil boosted by renewed hopes for global production cut,2
Oil gains on fresh hopes for U.S.-China trade talks,2
"Oil Hits 3-Month High, Catching up on U.S.-China News",2
Oil holds above $63 on U.S.-China trade talks optimism - SI,2
Oil Jumps After OPEC Agrees To 500Kbpd Production Cut,2
Oil Markets Poised To Rise With U.S.-China Trade Deal,2
"Oil nears three-month high as trade hopes, UK election boost sentiment",2
Oil prices steady after two-day drop as growth concerns weigh,2
Oil resumes gain as investors monitor back-and-forth trade talks,2
Oil rises 1% on Trump's optimism for a deal with China,2
Oil rises a second day in 'relief rally' over China coronavirus,2
Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,2
"Oil Spikes After Russia Says Ready For ""Substantial Output Cut"", But Warns 10MMb/d Cut Not Enough",2
Oil trades at 3-month high,2
Oil's Biggest Bullish Boost Since 2016 Scores on Trade Armistice,2
OPEC Delivers Bigger Cut With ABS Surprising The Market. Get more info on Seeking Alpha:,2
Qatar plans to boost LNG production to 126 million T by 2027,2
Rising Crude Inventories Fail To Halt Oil Rally,2
Russia backs OPEC+ oil output cuts,2
Saudi Arabia surprised the oil market by pledging to implement significant additional production cuts beyond what w…,2
"Saudi, Russia win over oil producers to deeper cuts",2
Semis Vs. Energy - A New High. #stocks #finance #trading,2
Stock Market Update: WTI crude rises on trade deal,2
U.S. crude flows to Europe set to rise as virus hits Asia demand,2
U.S. weekly active oil-rig count edges up by 1 to 676: Baker Hughes,2
WTI crude oil up just 1.2% and still below 60.,2
WTI oil futures touch fresh intraday highs on Nymex,2
Natural gas inventory showed a draw of 115 bcf vs a 137 bcf draw last week,2
Natural gas inventory showed a draw of 201 bcf vs a 92 bcf draw last week,2
U.S. rig count falls for fifth straight week,2
A lot of flows over past week been positioning for Energy groups to rally Q1 2020,2
Brent +4%,2
"CapEcon: If Iran Closes The Strait Of Hormuz, Crude Would Jump To $150",2
China's Need To Import LNG Is Slowing Down. #stocks #stockmarket #trading,2
Crude heads for weekly advance as coronavirus worries recede,2
Crude rose for a second day after the U.S. signalled it was open to the possibility of an alliance with Saudi Arabia,2
Energy Up After OPEC+ Deal Confirmed -- Energy Roundup #economy #MarketScreener,2
Energy Up Ahead Of Exxon Earnings -- Energy Roundup #economy #MarketScreener,2
Energy Up as Commodities Recoup Some Losses -- Energy Roundup #economy #MarketScreener,2
Europe's LNG imports expected to soar to 100 mln tonnes in 2020 #economy #MarketScreener,2
Glencore almost doubles its LNG trade in 2019 on surge in Asian volumes,2
Investment in Canada's oil-sands is on track to grow for the first time since prices crashed in 2014,2
"Natural Gas with a bounce today seeing 28,000 March $14 calls active early today",2
Natural Gas Storage: Expecting A Relatively Bullish Draw. #markets #stocks #stockmarket,2
Natural Gas: Long Set Up Ahead But Timing Is Important. Read more: #stockmarket #stocks #markets,2
Oil and gold rise after a U.S. airstrike in Baghdad killed a top Iranian commander -Asian stocks including Hong Ko…,2
Oil lower but trims early loss as report on China trade talks sparks fresh hope,2
"Oil prices, which had skyrocketed nearly 4%, appear to have stabilized around 3% higher.",2
"Oil skyrockets, U.S. stock futures sink after Iranian general killed in Iraq airstrike",2
Oil stocks continue to show improvement.,2
The amount of oil needed to run the global economy will decline sharply in the first quarter of this year as the co…,2
The First Oil Company Bailout Of 2020 Is Happening In Canada: Select Shares Soar. #trading #investing #stockmarket,2
The high in WTI in September following the drone strikes on Saudi oil facilities was 63.40. Crude oil right now is at 63.38.,2
"Time for more OPEC cuts Crude +822K, Exp. -3MM Gasoline +5.405MM Distillate +4.118MM Cushing -3.393MM Production -100Kbpd",2
"Algeria to cut oil output by 12,000 bpd under new OPEC deal #economy #MarketScreener",2
ICYMI: Oil spiked after the U.S. airstrike killed a top Iranian commander in Baghdad. The strike escalates an alre…,2
"Natural Gas Demand Is Rising, But Production Has Reached A Major Long-Term Peak. Keep reading:…",2
"OPEC, Russia and other oil producing nations have agreed to deeper production cuts in an attempt to support crude p…",2
OPEC's New Year's Gift To Oil Bulls. Follow this and any other stock on Seeking Alpha! #business #finance #markets,2
"Qatar, the world's biggest supplier of liquefied natural gas, plans to boost output capacity by almost two thirds",2
Energy Settlement Prices,1
.A .B - Shell-led Lake Charles LNG gets five more years to reach in-service date,1
A Five-Decade Rivalry Is Playing Out at OPEC+,1
Baker Hughes Announces January 2020 Rig Counts,1
Canadian crude reportedly stable so far at start of CN Rail strike,1
China LNG Force Majeure Rejected as Virus Chaos Sparks Dispute,1
Coconut Oil Market Procurement Intelligence Report | Increase in Supplier OPEX to Impact Procurement Spend,1
Commodity Chaos Deepens as China Buyers Invoke Force Majeure,1
Crude Oil Price Update – Direction Controlled by $51.84 Pivot,1
Eni CEO Sees Oil Market Stabilizing on U.S.-China deal,1
Forget OPEC: China Now Moves The Oil Markets,1
Global oil majors seeking combined $27B in asset sales - report,1
Goldman Sachs Curbs New Lending on Coal and Arctic Oil,1
Here are the biggest risks to OPEC+ efforts to balance oil,1
IAEA International Atomic Energy Agency : Fostering the Safe and Secure Transport of Spent... #IAEA #economy…,1
Iran Demands $6 Billion Oil Payment From South Korea: Chosun,1
IRAQ DIDN'T AGREE TO MORE OIL CUTS DUE TO SAUDI PRESSURE: MIN,1
Iraq’s Largest Oil Fields Threatened By Anti-Government Protests,1
"Keystone leak affected 10x more land than thought, regulator says",1
New California fracking permits blocked pending scientific review,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
Oil Majors Go On $27 Billion Selling Spree,1
Oil Price Fundamental Weekly Forecast – We’ll Find Out This Week if Traders Liked the Trade Deal,1
Oil Stocks: What I Got Right (and Wrong) About the Oil Market in 2019,1
OPEC+ Deal Isn't Worth the Paper It's Written On,1
OPEC+ technical meeting drags on,1
OPEC's share of Indian oil imports in October hits lowest since 2011,1
"Saudi Arabia, Russia and other large oil producers are racing to negotiate a deal to stem the historic price crash…",1
Saudi energy minister defends US shale producers: 'They are creating jobs',1
The Best And Worst Oil Predictions Of 2019,1
The Expected and Thrilling Resolution of Oil’s Consolidation,1
The Five Biggest Enemies Of Oil & Gas,1
Trump Proposes Selling 15 Million Barrels From U.S. Oil Reserve,1
Trump proposes selling 15 million barrels of oil from the U.S. emergency stockpile as part of his fiscal 2021 budge…,1
Trump's budget proposes sale from emergency oil reserve,1
U.S. Revokes WTO Subsidy Preferences for Some Developing Nations,1
U.S. total weekly active drilling-rig count unchanged at 790: Baker Hughes,1
Will Crude Oil Ever Bottom?,1
"ZYEN Chairman, David Greenberg, discusses OPEC’s Power in the Oil Market; the Potential of Renewable Energy Project…",1
EIA petroleum data for the week ended December 6,1
EIA petroleum data for the week ended February 7,1
Energy Settlement Prices,1
Energy Settlement Prices,1
Energy Settlement Prices,1
Energy Settlement Prices,1
Energy Settlement Prices,1
Energy Settlement Prices,1
Energy Settlement Prices,1
Energy Settlement Prices,1
Energy Settlement Prices,1
"Summary of Weekly Petroleum Data for the week ending December 6, 2019",1
"Summary of Weekly Petroleum Data for week ending February 7, 2020",1
Work starts in Montana on Keystone XL pipeline,1
Sector Briefing: Energy,1
Sector Briefing: Energy,1
Sector Briefing: Energy,1
Sector Briefing: Energy,1
A controversial $1 billion shale gas pipeline won the backing of the nation's top energy regulator,1
Alberta agrees to sale of crude by rail contracts: premier #CanadianPacificRailway #Stock #MarketScreener…,1
Brazil's energy minister to attend G20 oil meeting after Saudi invite,1
Canada's oil-sands industry may have already built its last big mine,1
"Chevron/shale gas: Atlas, shrugged off",1
Crown Prince Mohammed bin Salman is reportedly unhappy with progress on the country's move away from oil,1
"Crude oil futures rise, but support seen weak #crudeoil #matprem #MarketScreener",1
"Despite OPEC+ deal collapse, Saudi oil exports yet to rise-sources",1
EEX European Energy Exchange : will introduce action limits on gas spot trading #EEX #economy #MarketScreener…,1
EIA Natural Gas Report is due in 5 minutes and the Petroleum Report is due 30 minutes after that.,1
EIA Petroleum Status Report due in 5 minutes.,1
EIA Petroleum Status Report is due in 5 minutes.,1
Everything That's Wrong About The IEA Oil Market Report. #stockmarket #stocks #trading,1
February 2020: Natural Gas Supply-Demand Balance Overview And Forecast. #investing #stockmarket #stocks,1
G-7 finance chiefs urge oil-producing nations to support international efforts to stabilize world markets rocked by…,1
"How coronavirus, climate change and OPEC will continue to move crude oil prices by…",1
Is oil in the middle of a perfect storm? @MaleehaMBCC looks at the Aramco IPO:,1
Kremlin says efforts to persuade Mexico to join oil cuts deal persist - TASS,1
Libyan economic experts will study the distribution of crucial oil revenue as efforts continue to solve the war-rav…,1
Market Snapshot: Canadian crude oil is mainly exported to two regions in the United States #Stock #MarketScreener…,1
Market Snapshot: Retail pump sales of gasoline and diesel make up most of the transportation sector's energy demand…,1
Materials And Energy Dashboard - Update. #finance #stocks #business,1
Mexican president's nationalist oil vision fuels standoff with Saudis,1
Mexico's giant oil find may not be a cure-all for ailing Pemex,1
"Most North Sea oil output 'in the money', but decom bill looms - Woodmac",1
Natural Gas Prices To Trade Sideways With Near-Term Weather Being Variable; Upside Potential Still On Table Longer…,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener,1
"Nigeria's petroleum bill to be passed by mid-2020, says oil minister #economy #MarketScreener…",1
Norway considers attending OPEC+ meeting on April 9 - oil ministry #AkerBP #Stock #MarketScreener…,1
Occidental Petroleum opposes possible Texas oil curtailments: letter,1
Oil Price Might Go Negative - Bullish For WTI. #stockmarket #stocks #business,1
Oil producers still in talks over extending output cut -Algeria minister #economy #MarketScreener…,1
Oil Search : 2019 Full Year Results Presentation #OilSearch #Stock #MarketScreener,1
Oil workers from the United States are leaving Iraq after Iranian military leader Qasem Soleimani was killed in a U…,1
One man is the surprise holdout to a global oil production deal,1
OPEC Cannot And Will Not Cut Production In March. #investing #markets #stockmarket,1
OPEC+ Output Cuts May be Contingent on G-20 Cooperation - DJ @Street_Insider,1
OPEC+ will adjust its output target and redistribute production cuts between its members under pressure from Saudi…,1
OPEC+ won't meet until oil output numbers agreed - Iran oil minister #economy #MarketScreener…,1
Record oil production cut hangs in the balance as G20 meeting concludes with no specifics,1
Russia's key oil producers voiced support for extending OPEC+ output cuts into the second quarter,1
Saudi Arabia and others in OPEC are working to convince oil producers there will be little space left to store thei…,1
Saudi Arabia Does Not Have Much Incentive To End The Oil Price War. #trading #markets #finance,1
Saudi Arabia is ramping up crude oil production in a bid to win a price war. Insights via @CMEGroup,1
"Saudi crown prince, Russia's Putin discuss efforts to stabilize oil markets: SPA #economy #MarketScreener…",1
"Saudi, others resist Mexican plan to make small oil output cuts - sources #economy #MarketScreener…",1
Spot prices for crude oil are little changed in the week ending Nov. 15: Brent ticks up to $62.56 per barrel and WT…,1
Take Five: Crude awakening #Samp;P500 #economy #MarketScreener,1
The burning and releasing of vast amounts of natural gas into the atmosphere in America's top shale basin is much b…,1
The Oil Industry's Radioactive Secret,1
The U.S. steps up pressure on Saudi Arabia to seal a historic deal to cut global oil production,1
The world's largest oil producers are hammering out the terms of an unprecedented deal to mitigate the devastating…,1
Timing And Sizing The Oil Glut. #markets #stockmarket #economy,1
To Tackle Petroleum-Related Issues: Crisis Committee Established #Stock #MarketScreener,1
Trump agrees to help Mexico meet global oil cut target,1
"Trump said that OPEC had not pressed him to ask U.S. oil producers to reduce their output to support global prices,…",1
Turkey's recent maritime pact with Libya adds a snarl to eastern Mediterranean plans for gas exports,1
"With the shackles of OPEC's output limits thrown off and a price war under way, the group's biggest oil producers a…",1
"World Coal Association : CCS regains momentum, but more ambition is needed #WorldCoalAssociation #economy…",1
"Yemen Oil and Gas Market, Size, Share, Outlook and Growth Opportunities, 2016-2019 & 2020-2026 -…",1
"ZYEN Chairman, David Greenberg, discusses OPEC's Power in the Oil Market; the Potential of Renewable Energy Project…",1
#Oil #markets react in a hefty way to short-term news. The #coronavirus panic has made many already inexpensive…,1
Artelo Biosciences EPS misses by $0.13,0
Bellerophon Therapeutics EPS misses by $0.33,0
Celanese Q4 profits almost halved,0
"Compass Minerals EPS misses by $0.12, misses on revenue",0
"Darden Restaurants provides COVID-19 update, reports quarter-to-date Q4 comps of -39.1%",0
"Greenbrier beats by $0.20, misses on revs; suspending FY20 guidance",0
"GameStop EPS misses by $0.66, misses on revenue",0
"LRAD EPS misses by $0.01, misses on revenue",0
"Green Plains Partners EPS misses by $0.01, misses on revenue",0
Garrett Motion withdraws FY 20 guidance,0
"Ituran Location EPS misses by $0.08, misses on revenue",0
"Invacare misses by $0.15, misses on revs",0
Just Energy reports lower than expected Q3 Base EBITDA and free cash flow; revises 2020 guidance,0
Matthews International Corp: Weak Growth And High Debt To Weigh On Sentiment. #markets #finance #trading,0
"Nordic American Tankers EPS misses by $0.04, misses on revenue",0
NAPCO reports preliminary Q3 revenue slightly below estimates,0
Napco Security Systems sees Q3 revs below consensus,0
NXP's preliminary Q1 revenue misses estimates,0
"Park City Group EPS misses by $0.01, misses on revenue",0
Phathom Pharmaceuticals EPS of -$9.30,0
Pyxus International misses on revenue,0
Rent-A-Center provides update - March revenues were off by about 5% versus last year,0
"SeaChange EPS misses by $0.05, misses on revenue",0
"Sasol warns of 20% profit drop, secures new debt agreements",0
Alkaline Water misses on revenue,0
21Vianet Group misses on revenue,0
"AGCO EPS misses by $0.61, misses on revenue",0
"Aker Solutions swings to surprise Q4 net loss, expects drop in 2020 revenue",0
ArcelorMittal misses on revenue,0
"Ashland EPS misses by $0.19, misses on revenue",0
Avantor misses on revenue,0
"BCE EPS misses by $0.01, misses on revenue",0
"Beyond Air EPS misses by $0.09, misses on revenue",0
"BioHiTech Global EPS misses by $0.11, misses on revenue",0
BJ's Wholesale cuts same-store sales outlook to up 1.3%-1.5% from up 1.5%-2.5%,0
BJ's Wholesale narrows 2019 EPS outlook to $1.42-$1.50 from $1.44-$1.48,0
Brixmor 2020 FFO guidance comes in on the light side,0
"Canada Goose sees hit to 2020 profit, sales from coronavirus",0
"Caterpillar reported lower sales across all three primary segments in the last quarter, adding to the industrial gl...",0
Cboe's Q4 results slide on lower market volatility,0
"Civista Bancshares EPS misses by $0.01, misses on revenue",0
"CNH Industrial EPS misses by $0.01, misses on revenue",0
Costco quarterly revenue misses estimates on weak e-commerce growth,0
Dassault Systemes Profit Outlook Lags After Virus Warning,0
DLH Holdings reports weak margins for Q4,0
"Earnings Miss: Neurocrine Biosciences, Inc. Missed EPS By 52% And Analysts Are Revising Their Forecasts",0
"Earnings Miss: Village Farms International, Inc. Missed EPS And Analysts Are Revising Their Forecasts",0
Equinor misses on revenue,0
Equinor swings to surprise loss; impairments total $1.4B,0
"Estee Lauder Cuts Profit Outlook Again, Citing Coronavirus",0
Estee Lauder Q2 EPS $1.52 vs. $1.55 a year go,0
Exponent reports weak margins for Q4,0
FLEX LNG misses on revenue,0
"ForeScout Technologies EPS misses by $0.03, misses on revenue",0
"Frequency Therapeutics EPS misses by $0.05, misses on revenue",0
GameStop reports earnings: Net sales: $1.38 billion; decrease of 25.7% Diluted loss per share of $1.02,0
GameStop plunges more than 17% after missing on EPS and revenue expectations and reporting comp sales down 23.2% vs…,0
"Gorman-Rupp EPS misses by $0.06, misses on revenue",0
Grubhub’s Growth Decelerates for the Fifth Straight Quarter,0
Hanesbrands Q4 sales down 1% to $1.75 bln; FactSet consensus $1.75 bln,0
Henkel : Withdraws 2020 View; 1Q Sales Were Hit by Virus #Stock #MarketScreener,0
Home Depot 3Q sales miss expectations,0
Home Depot cuts sales goal as online push not delivering as expected,0
Home Depot’s Lower Sales Growth Forecast Highlights The Lack Of Growth In U.S. Corporate Earnings,0
ICE profit drops 27% on weak growth in transaction and clearing unit,0
"iMedia Brands EPS misses by $0.03, misses on revenue",0
"Kellogg Q4 North America sales fell 7%, Europe sales up 3% and Latin America sales down 2%",0
Kellogg Q4 reported sales $3.22 vs. $3.32 bln a year ago,0
Kohl’s Plunges Most in Almost Three Years on Profit Forecast,0
Kohl's now sees full-year adj. EPS $4.75 to $4.95 vs. prior $5.15 to $5.45,0
Kohl's Q3 adj. EPS 74 cents; FactSet consensus 86 cents,0
"Liquidity Services EPS misses by $0.03, misses on revenue",0
"Lovesac EPS misses by $0.04, misses on revenue",0
"LRAD EPS misses by $0.01, misses on revenue",0
Macy's lowers fiscal 2019 sales and earnings guidance,0
"Macy's lowers full-year sales guidance, now sees same-store sales down 1.5% to down 1%",0
Macy's now sees full-year sales down 2.5% to down 2.0% vs. prior about flat,0
Macy's Q3 EPS 1 cent vs. 20 cents,0
Macy's Q3 sales $5.173 bln vs. $5.404 bln; FactSet consensus $5.321 bln,0
Madison Square Garden Q2 revenue $628.8 mln vs. $632.2 mln,0
"MAXIMUS EPS misses by $0.01, misses on revenue",0
"Monte Paschi Misses Full-Year Income Target, May Cut Costs More",0
Nissan's China sales fell 12% in January as coronavirus epidemic weighs,0
Nokia's surprise profit rise fails to salvage 2019 dividend,0
Norsk Hydro reports lower Q4 earnings on weak aluminum prices,0
"Oaktree Specialty Lending NII misses by $0.02, misses on total investment income",0
"Oaktree Strategic Income NII misses by $0.02, misses on total investment income",0
"Orion Energy Systems EPS misses by $0.03, misses on revenue",0
"PagSeguro EPS misses by R$0.02, misses on revenue",0
"Park City Group EPS misses by $0.01, misses on revenue",0
"Paschi Misses Full-Year Income Target, May Cut Costs More",0
"Perceptron EPS misses by $0.02, misses on revenue",0
Phathom Pharmaceuticals EPS of -$9.30,0
"Philip Morris Q4 $1.04, down 15.4%",0
Pyxus International misses on revenue,0
"Q3 Results: India Inc.’s Revenue Contracts In The Worst Show In 16 Quarters, Says ICRA",0
"Royal Caribbean cuts earnings guidance, warns more cruises may be canceled amid coronavirus uncertainty",0
RYB Education EPS misses by $0.01,0
"Sally Beauty EPS misses by $0.09, misses on revenue",0
"Sun Pharma Q3 Results: Profit Falls 27% On Higher Costs, Lower Other Income",0
"Suzuki considers China supply options, third-quarter profit falls 11%",0
Tata Steel Q3 Results: Surprise Loss As Weak Demand Conditions Persist,0
"The Brink's EPS misses by $0.05, misses on revenue",0
"Ubiquiti EPS misses by $0.06, misses on revenue",0
Vans parent VF Corp. says China stores still open have seen 'significant' declines in retail traffic,0
"Yum Brands misses same-store sales, profit estimates as Pizza Hut battles rivals",0
Yum Brands Q4 Pizza Hut same-store sales down 2%; FactSet consensus down 0.9%,0
"Aethlon Medical EPS beats by $0.75, beats on revenue",2
"Albany EPS beats by $0.24, beats on revenue",2
Airbnb had $46M profit in 2018,2
Aston Martin revs higher again,2
"Amkor Technology EPS beats by $0.18, beats on revenue",2
"Aspen EPS beats by $0.04, beats on revenue",2
"Blackbaud EPS beats by $0.01, beats on revenue",2
BioPharmX EPS beats by $0.08,2
Brainsway beats on revenue,2
"Danaos EPS beats by $0.34, beats on revenue",2
"Euroseas EPS beats by $0.02, beats on revenue",2
"EXFO EPS in-line, beats on revenue",2
"Fluidigm EPS beats by $0.06, beats on revenue",2
Golub Capital beats by $0.01,2
"Green Plains EPS beats by $0.15, beats on revenue",2
Harsco Q1 adjusted EBITDA to be above expectations,2
Harsco sees Q1 adjusted EBITDA at high end of guidance range of $43-48 mln,2
"Investcorp Credit Management BDC NII beats by $0.01, beats on total investment income",2
"i3 Verticals EPS beats by $0.01, beats on revenue",2
"Jacobs beats by $0.17, beats on revs; initiates $250 mln accelerated share repurchase program, offers FY20...",2
"Kemper EPS beats by $0.04, beats on revenue",2
"Levi Strauss EPS beats by $0.05, beats on revenue",2
"Levi Strauss beats by $0.05, beats on revs",2
Limelight Networks issues in-line 2020 guidance,2
"Luminex EPS beats by $0.08, beats on revenue",2
"Lindsay Corp beats by $0.04, reports revs in-line",2
"Ollie's Bargain Outlet EPS beats by $0.03, beats on revenue",2
"OneMain Holdings EPS beats by $0.21, beats on revenue",2
"Dave & Buster's EPS beats by $0.03, beats on revenue",2
Perrigo reports preliminary 1Q20 revenue above consensus estimate; does not modify full-year guidance,2
"Prospect Capital NII in-line, beats on total investment income",2
"Everest Re Group EPS beats by $0.62, beats on revenue",2
"RingCentral EPS beats by $0.01, beats on revenue",2
"Rapid7 EPS beats by $0.04, beats on revenue",2
SMART Global guides in-line May quarter,2
"SMART Global beats by $0.02, beats on revs; guides Q3 EPS in-line, revs in-line",2
"ReneSola EPS beats by $0.01, beats on revenue",2
"Steris EPS beats by $0.03, beats on revenue",2
"Taubman Centers beats by $0.07, beats on revs -- co to be acquired by Simon Property (SPG) for $52.50/share i…",2
"Taubman Centers beats by $0.07, beats on revs -- co to be acquired by Simon Property (SPG) for $52.50/share i…",2
Taronis Q4 Fuels Generates Sales $11M,2
"Twilio beats by $0.03, beats on revs; guides Q1 EPS below consensus, revs above consensus; guides FY20 EPS...",2
Voya Financial EPS beats by $0.04,2
"Varonis EPS beats by $0.01, beats on revenue",2
"Watts Water Technologies EPS beats by $0.02, beats on revenue",2
Zynex reports 126% order growth and raises Q1 and FY2020 revenue outlook,2
"58.com EPS beats by $0.13, beats on revenue",2
"AbbVie EPS beats by $0.02, beats on revenue",2
AbbVie leans on new treatments to forecast upbeat 2020 profit,2
AbbVie Q4 EPS $1.88 vs. loss per share $1.23,2
"Aethlon Medical EPS beats by $0.75, beats on revenue",2
"Airbnb business outside U.S., China had $46 million profit in 2018",2
"Alcon EPS in-line, beats on revenue",2
Avantor Q4 non-GAAP EPS up 90%,2
Avid Tech +11.5% after upside EPS forecast,2
"Becton, Dickinson EPS beats by $0.01, beats on revenue",2
"Bilibili EPS beats by $0.01, beats on revenue",2
BJ's Wholesale Q3 EPS 40 cents vs. 39 cents a year ago,2
BJ's Wholesale Q3 same-store sales up 1.1%; FactSet consensus up 2.0%,2
BJ's Wholesale Q3 total revenue $3.32 bln vs. $3.22 bln a year ago; FactSet consensus $3.30 bln,2
"Brighthouse Financial EPS beats by $0.27, beats on revenue",2
"BrightSphere Investment EPS beats by $0.06, beats on revenue",2
"BrightView Holdings EPS beats by $0.08, beats on revenue",2
"Bristol-Myers Squibb EPS beats by $0.28, beats on revenue",2
Britannia Q3 Results: Profit Meets Estimates On Lower Tax Expense,2
Buckle posts strong comp for January,2
"Canada Goose Holdings EPS beats by C$0.01, beats on revenue",2
Cancom SE Just Recorded A 42% EPS Beat: Here's What Analysts Are Forecasting Next,2
Cannabis producer Curaleaf revenue tops analyst expectations,2
"Cboe Global Markets EPS beats by $0.08, beats on revenue",2
"CDW EPS beats by $0.09, beats on revenue",2
"Chegg EPS beats by $0.06, beats on revenue",2
"China Distance Education EPS beats by $0.22, beats on revenue",2
"CIGNA EPS beats by $0.11, beats on revenue",2
Coach Owner Tapestry Sales Top Estimates; Virus Impacts Forecast,2
CORRECT: Tapestry Q2 Coach sales up 2% to $1.27 bln; FactSet consensus $1.26 bln,2
CORRECT: Tapestry Q2 Kate Spade sales $430 mln vs. $428 mln; FactSet consensus $420.4 mln,2
CORRECT: Tapestry Q2 sales $1.82 bln vs. $1.80 bln a year ago; FactSet consensus $1.81 bln,2
Curaleaf Q3 top line up 27%; non-GAAP EBITDA up 169%,2
"Danaos EPS beats by $0.34, beats on revenue",2
Dave & Buster's reports earnings: Total revenues increased 6.1% to $299.4 million from $282.1 million Net EP…,2
"Defying Soft Automotive Market, Outsell Closes 2019 With 16 Percent Direct Revenue Increase",2
Delta Air sees 2020 revenue up 4% to 6%,2
Deluxe delivered record FY2019 revenue,2
Disney Q1 Revenue Up 36%,2
Drugmaker Sanofi expects further profit growth from narrowed focus,2
"Dunkin' Brands Group EPS beats by $0.03, revenue in-line",2
Dynex Capital beats on revenue,2
"Estee Lauder EPS beats by $0.21, beats on revenue",2
Estee Lauder Q2 sales $4.62 bln vs. $4.01 bln; FactSet consensus $4.35 bln,2
"Fiat Chrysler EPS beats by €0.02, beats on revenue",2
Fiat Chrysler's profit rises ahead of Peugeot merger,2
"Fluidigm EPS beats by $0.06, beats on revenue",2
Foresight Autonomous EPS beats by $0.11,2
General Motors' Q4 Profit Beat Estimates Despite Huge Strike Costs,2
Genpact beat estimates in Q4,2
Global Logistics Company Agility Reports Over $1.32 Billion Third Quarter Revenues,2
